Codigo	Nombre	Tipo	Naturaleza	Descripcion	EsDetalle	TipoEstado
1020706	OTROS ACTIVOS NO CORRIENTES	asset	debit	OTROS ACTIVOS NO CORRIENTES	1	1
2	PASIVO	liability	credit	PASIVO	0	1
201	PASIVO CORRIENTE	liability	credit	PASIVO CORRIENTE	0	1
20101	PASIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN RESULTADO	liability	credit	PASIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN RESULTADO	1	1
20102	PASIVOS POR CONTRATOS DE ARRENDAMIENTO FINANCIEROS	liability	credit	PASIVOS POR CONTRATOS DE ARRENDAMIENTO FINANCIEROS	1	1
20103	CUENTAS Y DOCUMENTOS POR PAGAR	liability	credit	CUENTAS Y DOCUMENTOS POR PAGAR	0	1
2010301	LOCALES	liability	credit	LOCALES	1	1
2010302	DEL EXTERIOR	liability	credit	DEL EXTERIOR	1	1
20104	OBLIGACIONES CON INSTITUCIONES FINANCIERAS	liability	credit	OBLIGACIONES CON INSTITUCIONES FINANCIERAS	0	1
2010401	LOCALES	liability	credit	LOCALES	1	1
2010402	DEL EXTERIOR	liability	credit	DEL EXTERIOR	1	1
20105	PROVISIONES	liability	credit	PROVISIONES	0	1
2010501	LOCALES	liability	credit	LOCALES	1	1
2010502	DEL EXTERIOR	liability	credit	DEL EXTERIOR	1	1
20106	PORCIÓN CORRIENTE DE OBLIGACIONES EMITIDAS	liability	credit	PORCIÓN CORRIENTE DE OBLIGACIONES EMITIDAS	1	1
20107	OTRAS OBLIGACIONES CORRIENTES	liability	credit	OTRAS OBLIGACIONES CORRIENTES	0	1
2010701	CON LA ADMINISTRACIÓN TRIBUTARIA	liability	credit	CON LA ADMINISTRACIÓN TRIBUTARIA	1	1
2010702	IMPUESTO A LA RENTA POR PAGAR DEL EJERCICIO	liability	credit	IMPUESTO A LA RENTA POR PAGAR DEL EJERCICIO	1	1
2010703	CON EL IESS	liability	credit	CON EL IESS	1	1
2010704	POR BENEFICIOS DE LEY A EMPLEADOS	liability	credit	POR BENEFICIOS DE LEY A EMPLEADOS	1	1
2010705	PARTICIPACIÓN TRABAJADORES POR PAGAR DEL EJERCICIO	liability	credit	PARTICIPACIÓN TRABAJADORES POR PAGAR DEL EJERCICIO	1	1
2010706	DIVIDENDOS POR PAGAR	liability	credit	DIVIDENDOS POR PAGAR	1	1
20108	CUENTAS POR PAGAR DIVERSAS – RELACIONADAS	liability	credit	CUENTAS POR PAGAR DIVERSAS – RELACIONADAS	1	1
20109	OTROS PASIVOS FINANCIEROS	liability	credit	OTROS PASIVOS FINANCIEROS	1	1
20110	ANTICIPOS DE CLIENTES	liability	credit	ANTICIPOS DE CLIENTES	1	1
20111	PASIVOS DIRECTAMENTE ASOCIADOS CON LOS ACTIVOS NO CORRIENTES Y OPERACIONES DISCONTINUADAS	liability	credit	PASIVOS DIRECTAMENTE ASOCIADOS CON LOS ACTIVOS NO CORRIENTES Y OPERACIONES DISCONTINUADAS	1	1
20112	PORCIÓN CORRIENTE DE PROVISIONES POR BENEFICIOS A EMPLEADOS	liability	credit	PORCIÓN CORRIENTE DE PROVISIONES POR BENEFICIOS A EMPLEADOS	0	1
2011201	JUBILACIÓN PATRONAL	liability	credit	JUBILACIÓN PATRONAL	1	1
2011202	OTROS BENEFICIOS A LARGO PLAZO PARA LOS EMPLEADOS	liability	credit	OTROS BENEFICIOS A LARGO PLAZO PARA LOS EMPLEADOS	1	1
20113	OTROS PASIVOS CORRIENTES	liability	credit	OTROS PASIVOS CORRIENTES	1	1
202	PASIVO NO CORRIENTE	liability	credit	PASIVO NO CORRIENTE	0	1
20201	PASIVOS POR CONTRATOS DE ARRENDAMIENTO FINANCIERO	liability	credit	PASIVOS POR CONTRATOS DE ARRENDAMIENTO FINANCIERO	1	1
20202	CUENTAS Y DOCUMENTOS POR PAGAR	liability	credit	CUENTAS Y DOCUMENTOS POR PAGAR	0	1
2020201	LOCALES	liability	credit	LOCALES	1	1
2020202	DEL EXTERIOR	liability	credit	DEL EXTERIOR	1	1
20203	OBLIGACIONES CON INSTITUCIONES FINANCIERAS	liability	credit	OBLIGACIONES CON INSTITUCIONES FINANCIERAS	0	1
2020301	LOCALES	liability	credit	LOCALES	1	1
2020302	DEL EXTERIOR	liability	credit	DEL EXTERIOR	1	1
20204	CUENTAS POR PAGAR DIVERSAS / RELACIONADAS	liability	credit	CUENTAS POR PAGAR DIVERSAS / RELACIONADAS	0	1
2020401	LOCALES	liability	credit	LOCALES	1	1
2020402	DEL EXTERIOR	liability	credit	DEL EXTERIOR	1	1
20205	OBLIGACIONES EMITIDAS	liability	credit	OBLIGACIONES EMITIDAS	1	1
20206	ANTICIPOS DE CLIENTES	liability	credit	ANTICIPOS DE CLIENTES	1	1
20207	PROVISIONES POR BENEFICIOS A EMPLEADOS	liability	credit	PROVISIONES POR BENEFICIOS A EMPLEADOS	0	1
2020701	JUBILACIÓN PATRONAL	liability	credit	JUBILACIÓN PATRONAL	1	1
2020702	OTROS BENEFICIOS NO CORRIENTES PARA LOS EMPLEADOS	liability	credit	OTROS BENEFICIOS NO CORRIENTES PARA LOS EMPLEADOS	1	1
20208	OTRAS PROVISIONES	liability	credit	OTRAS PROVISIONES	1	1
20209	PASIVO DIFERIDO	liability	credit	PASIVO DIFERIDO	0	1
2020901	INGRESOS DIFERIDOS	liability	credit	INGRESOS DIFERIDOS	1	1
2020902	PASIVOS POR IMPUESTOS DIFERIDOS	liability	credit	PASIVOS POR IMPUESTOS DIFERIDOS	1	1
20210	OTROS PASIVOS NO CORRIENTES	liability	credit	OTROS PASIVOS NO CORRIENTES	1	1
3	PATRIMONIO NETO	equity	credit	PATRIMONIO NETO	0	1
30	PATRIMONIO ATRIBUIBLE A LOS PROPIETARIOS DE LA CONTROLADORA	equity	credit	PATRIMONIO ATRIBUIBLE A LOS PROPIETARIOS DE LA CONTROLADORA	0	1
301	CAPITAL	equity	credit	CAPITAL	0	1
30101	CAPITAL SUSCRITO o ASIGNADO	equity	credit	CAPITAL SUSCRITO o ASIGNADO	1	1
30102	(-) CAPITAL SUSCRITO NO PAGADO, ACCIONES EN TESORERÍA	equity	debit	(-) CAPITAL SUSCRITO NO PAGADO, ACCIONES EN TESORERÍA	1	1
302	APORTES DE SOCIOS O ACCIONISTAS PARA FUTURA CAPITALIZACIÓN	equity	credit	APORTES DE SOCIOS O ACCIONISTAS PARA FUTURA CAPITALIZACIÓN	1	1
303	PRIMA POR EMISION PRIMARIA DE ACCIONES	equity	credit	PRIMA POR EMISION PRIMARIA DE ACCIONES	1	1
304	RESERVAS	equity	credit	RESERVAS	0	1
30401	RESERVA LEGAL	equity	credit	RESERVA LEGAL	1	1
30402	RESERVAS FACULTATIVA Y ESTATUTARIA	equity	credit	RESERVAS FACULTATIVA Y ESTATUTARIA	1	1
305	OTROS RESULTADOS INTEGRALES	equity	credit	OTROS RESULTADOS INTEGRALES	0	1
30501	SUPERAVIT DE ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA	equity	credit	SUPERAVIT DE ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA	1	1
30502	SUPERAVIT POR REVALUACIÓN DE PROPIEDADES, PLANTA Y EQUIPO	equity	credit	SUPERAVIT POR REVALUACIÓN DE PROPIEDADES, PLANTA Y EQUIPO	1	1
30503	SUPERAVIT POR REVALUACION DE ACTIVOS INTANGIBLES	equity	credit	SUPERAVIT POR REVALUACION DE ACTIVOS INTANGIBLES	1	1
30504	OTROS SUPERAVIT POR REVALUACION	equity	credit	OTROS SUPERAVIT POR REVALUACION	1	1
306	RESULTADOS ACUMULADOS	equity	credit	RESULTADOS ACUMULADOS	0	1
30601	GANACIAS ACUMULADAS	equity	credit	GANACIAS ACUMULADAS	1	1
30602	(-) PÉRDIDAS ACUMULADAS	equity	debit	(-) PÉRDIDAS ACUMULADAS	1	1
30603	RESULTADOS ACUMULADOS PROVENIENTES DE LA ADOPCIÓN POR PRIMERA VEZ DE LAS NIIF	equity	credit	RESULTADOS ACUMULADOS PROVENIENTES DE LA ADOPCIÓN POR PRIMERA VEZ DE LAS NIIF	1	1
30604	RESERVA DE CAPITAL	equity	credit	RESERVA DE CAPITAL	1	1
30605	RESERVA POR DONACIONES	equity	credit	RESERVA POR DONACIONES	1	1
30606	RESERVA POR VALUACIÓN	equity	credit	RESERVA POR VALUACIÓN	1	1
30607	SUPERÁVIT POR REVALUACIÓN DE INVERSIONES	equity	credit	SUPERÁVIT POR REVALUACIÓN DE INVERSIONES	1	1
307	RESULTADOS DEL EJERCICIO	equity	credit	RESULTADOS DEL EJERCICIO	0	1
30701	GANANCIA NETA DEL PERIODO	equity	credit	GANANCIA NETA DEL PERIODO	1	1
30702	(-) PÉRDIDA NETA DEL PERIODO	equity	debit	(-) PÉRDIDA NETA DEL PERIODO	1	1
31	PARTICIPACIÓN NO CONTROLADORA	equity	credit	PARTICIPACIÓN NO CONTROLADORA	1	1
41	INGRESOS DE ACTIVIDADES ORDINARIAS	income	credit	INGRESOS DE ACTIVIDADES ORDINARIAS	0	2
4101	VENTA DE BIENES	income	credit	VENTA DE BIENES	1	2
4102	PRESTACIÓN DE SERVICIOS	income	credit	PRESTACIÓN DE SERVICIOS	1	2
4103	CONTRATOS DE CONSTRUCCIÓN	income	credit	CONTRATOS DE CONSTRUCCIÓN	1	2
4104	SUBVENCIONES DEL GOBIERNO	income	credit	SUBVENCIONES DEL GOBIERNO	1	2
4105	REGALÍAS	income	credit	REGALÍAS	1	2
4106	INTERESES	income	credit	INTERESES	0	2
410601	INTERESES GENERADOS POR VENTAS A CRÉDITO	income	credit	INTERESES GENERADOS POR VENTAS A CRÉDITO	1	2
410602	OTROS INTERESES GENERADOS	income	credit	OTROS INTERESES GENERADOS	1	2
4107	DIVIDENDOS	income	credit	DIVIDENDOS	1	2
4108	GANANCIA POR MEDICIÓN A VALOR RAZONABLE DE ACTIVOS BIOLÓGICOS	income	credit	GANANCIA POR MEDICIÓN A VALOR RAZONABLE DE ACTIVOS BIOLÓGICOS	1	2
4109	OTROS INGRESOS DE ACTIVIDADES ORDINARIAS	income	credit	OTROS INGRESOS DE ACTIVIDADES ORDINARIAS	1	2
4110	(-) DESCUENTO EN VENTAS	income	debit	(-) DESCUENTO EN VENTAS	1	2
4111	(-) DEVOLUCIONES EN VENTAS	income	debit	(-) DEVOLUCIONES EN VENTAS	1	2
4112	(-) BONIFICACIÓN EN PRODUCTO	income	debit	(-) BONIFICACIÓN EN PRODUCTO	1	2
4113	(-) OTRAS REBAJAS COMERCIALES	income	debit	(-) OTRAS REBAJAS COMERCIALES	1	2
42	GANANCIA BRUTA --> Subtotal A (41 - 51)	expense	debit	GANANCIA BRUTA --> Subtotal A (41 - 51)	0	2
43	OTROS INGRESOS	income	credit	OTROS INGRESOS	0	2
4301	DIVIDENDOS	income	credit	DIVIDENDOS	1	2
4302	INTERESES FINANCIEROS	income	credit	INTERESES FINANCIEROS	1	2
4303	GANANCIA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS	income	credit	GANANCIA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS	1	2
4304	VALUACIÓN DE INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE CON CAMBIO EN RESULTADOS	income	credit	VALUACIÓN DE INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE CON CAMBIO EN RESULTADOS	1	2
4305	OTRAS RENTAS	income	credit	OTRAS RENTAS	1	2
51	COSTO DE VENTAS Y PRODUCCIÓN	cost	debit	COSTO DE VENTAS Y PRODUCCIÓN	0	2
5101	MATERIALES UTILIZADOS O PRODUCTOS VENDIDOS	cost	debit	MATERIALES UTILIZADOS O PRODUCTOS VENDIDOS	0	2
510101	(+) INVENTARIO INICIAL DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	cost	debit	(+) INVENTARIO INICIAL DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	1	2
510102	(+) COMPRAS NETAS LOCALES DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	cost	debit	(+) COMPRAS NETAS LOCALES DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	1	2
510103	(+) IMPORTACIONES DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	cost	debit	(+) IMPORTACIONES DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	1	2
510104	(-) INVENTARIO FINAL DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	cost	credit	(-) INVENTARIO FINAL DE BIENES NO PRODUCIDOS POR LA COMPAÑÍA	1	2
510105	(+) INVENTARIO INICIAL DE MATERIA PRIMA	cost	debit	(+) INVENTARIO INICIAL DE MATERIA PRIMA	1	2
510106	(+) COMPRAS NETAS LOCALES DE MATERIA PRIMA	cost	debit	(+) COMPRAS NETAS LOCALES DE MATERIA PRIMA	1	2
510107	(+) IMPORTACIONES DE MATERIA PRIMA	cost	debit	(+) IMPORTACIONES DE MATERIA PRIMA	1	2
510108	(-) INVENTARIO FINAL DE MATERIA PRIMA	cost	credit	(-) INVENTARIO FINAL DE MATERIA PRIMA	1	2
510109	(+) INVENTARIO INICIAL DE PRODUCTOS EN PROCESO	cost	debit	(+) INVENTARIO INICIAL DE PRODUCTOS EN PROCESO	1	2
510110	(-) INVENTARIO FINAL DE PRODUCTOS EN PROCESO	cost	credit	(-) INVENTARIO FINAL DE PRODUCTOS EN PROCESO	1	2
510111	(+) INVENTARIO INICIAL PRODUCTOS TERMINADOS	cost	debit	(+) INVENTARIO INICIAL PRODUCTOS TERMINADOS	1	2
510112	(-) INVENTARIO FINAL DE PRODUCTOS TERMINADOS	cost	credit	(-) INVENTARIO FINAL DE PRODUCTOS TERMINADOS	1	2
5102	(+) MANO DE OBRA DIRECTA	cost	debit	(+) MANO DE OBRA DIRECTA	0	2
510201	SUELDOS Y BENEFICIOS SOCIALES	cost	debit	SUELDOS Y BENEFICIOS SOCIALES	1	2
510202	GASTO PLANES DE BENEFICIOS A EMPLEADOS	cost	debit	GASTO PLANES DE BENEFICIOS A EMPLEADOS	1	2
5103	(+) MANO DE OBRA INDIRECTA	cost	debit	(+) MANO DE OBRA INDIRECTA	0	2
510301	SUELDOS Y BENEFICIOS SOCIALES	cost	debit	SUELDOS Y BENEFICIOS SOCIALES	1	2
510302	GASTO PLANES DE BENEFICIOS A EMPLEADOS	cost	debit	GASTO PLANES DE BENEFICIOS A EMPLEADOS	1	2
5104	(+) OTROS COSTOS INDIRECTOS DE FABRICACIÓN	cost	debit	(+) OTROS COSTOS INDIRECTOS DE FABRICACIÓN	0	2
510401	DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO	cost	debit	DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO	1	2
510402	DETERIORO O PÉRDIDAS DE ACTIVOS BIOLÓGICOS	cost	debit	DETERIORO O PÉRDIDAS DE ACTIVOS BIOLÓGICOS	1	2
510403	DETERIORO DE PROPIEDAD, PLANTA Y EQUIPO	cost	debit	DETERIORO DE PROPIEDAD, PLANTA Y EQUIPO	1	2
510404	EFECTO VALOR NETO DE REALIZACIÓN DE INVENTARIOS	cost	debit	EFECTO VALOR NETO DE REALIZACIÓN DE INVENTARIOS	1	2
510405	GASTO POR GARANTÍAS EN VENTA DE PRODUCTOS O SERVICIOS	cost	debit	GASTO POR GARANTÍAS EN VENTA DE PRODUCTOS O SERVICIOS	1	2
510406	MANTENIMIENTO Y REPARACIONES	cost	debit	MANTENIMIENTO Y REPARACIONES	1	2
510407	SUMINISTROS MATERIALES Y REPUESTOS	cost	debit	SUMINISTROS MATERIALES Y REPUESTOS	1	2
510408	OTROS COSTOS DE PRODUCCIÓN	cost	debit	OTROS COSTOS DE PRODUCCIÓN	1	2
52	GASTOS	expense	debit	GASTOS	0	2
5201	GASTOS	expense	debit	GASTOS	0	2
520101	SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES	expense	debit	SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES	1	2
520102	APORTES A LA SEGURIDAD SOCIAL (incluido fondo de reserva)	expense	debit	APORTES A LA SEGURIDAD SOCIAL (incluido fondo de reserva)	1	2
520103	BENEFICIOS SOCIALES E INDEMNIZACIONES	expense	debit	BENEFICIOS SOCIALES E INDEMNIZACIONES	1	2
520104	GASTO PLANES DE BENEFICIOS A EMPLEADOS	expense	debit	GASTO PLANES DE BENEFICIOS A EMPLEADOS	1	2
520105	HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES	expense	debit	HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES	1	2
520106	REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS	expense	debit	REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS	1	2
520107	HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES	expense	debit	HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES	1	2
520108	MANTENIMIENTO Y REPARACIONES	expense	debit	MANTENIMIENTO Y REPARACIONES	1	2
520109	ARRENDAMIENTO OPERATIVO	expense	debit	ARRENDAMIENTO OPERATIVO	1	2
520110	COMISIONES	expense	debit	COMISIONES	1	2
520111	PROMOCIÓN Y PUBLICIDAD	expense	debit	PROMOCIÓN Y PUBLICIDAD	1	2
520112	COMBUSTIBLES	expense	debit	COMBUSTIBLES	1	2
520113	LUBRICANTES	expense	debit	LUBRICANTES	1	2
520114	SEGUROS Y REASEGUROS (primas y cesiones)	expense	debit	SEGUROS Y REASEGUROS (primas y cesiones)	1	2
520115	TRANSPORTE	expense	debit	TRANSPORTE	1	2
520116	GASTOS DE GESTIÓN (agasajos a accionistas, trabajadores y clientes)	expense	debit	GASTOS DE GESTIÓN (agasajos a accionistas, trabajadores y clientes)	1	2
520117	GASTOS DE VIAJE	expense	debit	GASTOS DE VIAJE	1	2
520118	AGUA, ENERGÍA, LUZ Y TELECOMUNICACIONES	expense	debit	AGUA, ENERGÍA, LUZ Y TELECOMUNICACIONES	1	2
520119	NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES	expense	debit	NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES	1	2
520120	ELIMINADO	expense	debit	ELIMINADO	1	2
520121	DEPRECIACIONES	expense	debit	DEPRECIACIONES	0	2
52012101	PROPIEDADES, PLANTA Y EQUIPO	expense	debit	PROPIEDADES, PLANTA Y EQUIPO	1	2
52012102	PROPIEDADES DE INVERSIÓN	expense	debit	PROPIEDADES DE INVERSIÓN	1	2
520122	AMORTIZACIONES	expense	debit	AMORTIZACIONES	0	2
52012201	INTANGIBLES	expense	debit	INTANGIBLES	1	2
52012202	OTROS ACTIVOS	expense	debit	OTROS ACTIVOS	1	2
520123	GASTO DETERIORO	expense	debit	GASTO DETERIORO	0	2
52012301	PROPIEDADES, PLANTA Y EQUIPO	expense	debit	PROPIEDADES, PLANTA Y EQUIPO	1	2
52012302	ELIMINADO	expense	debit	ELIMINADO	1	2
